package,file_path,file_name,vulnerability_status,label
python-packages-1757595213589,source\pip\_internal\metadata\importlib\_dists.py,_dists.py,0.9998384714126587,malicious
python-packages-1757595213589,source\pip\_vendor\rich\text.py,text.py,0.9998383522033691,malicious
python-packages-1757595213589,source\pip\_internal\cli\cmdoptions.py,cmdoptions.py,0.9998382329940796,malicious
python-packages-1757595213589,source\pip\_internal\commands\cache.py,cache.py,0.9998382329940796,malicious
python-packages-1757595213589,source\pip\_internal\metadata\_json.py,_json.py,0.9998382329940796,malicious
python-packages-1757595213589,source\pip\_vendor\rich\jupyter.py,jupyter.py,0.9998382329940796,malicious
python-packages-1757595213589,source\pip\_vendor\cachecontrol\heuristics.py,heuristics.py,0.9998379945755005,malicious
python-packages-1757595213589,source\pip\_vendor\rich\file_proxy.py,file_proxy.py,0.9998379945755005,malicious
python-packages-1757595213589,source\pip\_internal\resolution\legacy\resolver.py,resolver.py,0.9998378753662109,malicious
python-packages-1757595213589,source\pip\_vendor\pygments\scanner.py,scanner.py,0.9998378753662109,malicious
python-packages-1757595213589,source\pip\_vendor\cachecontrol\serialize.py,serialize.py,0.9998376369476318,malicious
python-packages-1757595213589,source\pip\_vendor\platformdirs\api.py,api.py,0.9998376369476318,malicious
python-packages-1757595213589,source\pip\_vendor\platformdirs\macos.py,macos.py,0.9998376369476318,malicious
python-packages-1757595213589,source\pip\_internal\models\wheel.py,wheel.py,0.9998372793197632,malicious
python-packages-1757595213589,source\pip\_vendor\rich\_wrap.py,_wrap.py,0.9998371601104736,malicious
python-packages-1757595213589,source\pip\_vendor\rich\columns.py,columns.py,0.9998369216918945,malicious
python-packages-1757595213589,source\pip\_vendor\rich\_export_format.py,_export_format.py,0.9998369216918945,malicious
python-packages-1757595213589,source\pip\_internal\distributions\sdist.py,sdist.py,0.999836802482605,malicious
python-packages-1757595213589,source\pip\_internal\commands\index.py,index.py,0.9998366832733154,malicious
python-packages-1757595213589,source\pip\_vendor\rich\palette.py,palette.py,0.9998365640640259,malicious
python-packages-1757595213589,source\pip\_vendor\rich\_log_render.py,_log_render.py,0.9998365640640259,malicious
python-packages-1757595213589,source\pip\_internal\commands\configuration.py,configuration.py,0.9998364448547363,malicious
python-packages-1757595213589,source\pip\_vendor\packaging\specifiers.py,specifiers.py,0.9998362064361572,malicious
python-packages-1757595213589,source\pip\_vendor\requests\status_codes.py,status_codes.py,0.9998362064361572,malicious
python-packages-1757595213589,source\pip\_vendor\pyproject_hooks\_impl.py,_impl.py,0.9998360872268677,malicious
python-packages-1757595213589,source\pip\_internal\network\cache.py,cache.py,0.9998359680175781,malicious
python-packages-1757595213589,source\pip\_internal\network\lazy_wheel.py,lazy_wheel.py,0.9998359680175781,malicious
python-packages-1757595213589,source\pip\_vendor\certifi\core.py,core.py,0.9998359680175781,malicious
python-packages-1757595213589,source\pip\_vendor\rich\theme.py,theme.py,0.9998359680175781,malicious
python-packages-1757595213589,source\pip\_internal\index\sources.py,sources.py,0.9998356103897095,malicious
python-packages-1757595213589,source\pip\_internal\utils\_jaraco_text.py,_jaraco_text.py,0.9998356103897095,malicious
python-packages-1757595213589,source\pip\_internal\req\req_set.py,req_set.py,0.9998354911804199,malicious
python-packages-1757595213589,source\pip\_vendor\cachecontrol\controller.py,controller.py,0.9998352527618408,malicious
python-packages-1757595213589,source\pip\_vendor\packaging\_tokenizer.py,_tokenizer.py,0.9998351335525513,malicious
python-packages-1757595213589,source\pip\_vendor\rich\_spinners.py,_spinners.py,0.9998350143432617,malicious
python-packages-1757595213589,source\pip\_internal\utils\hashes.py,hashes.py,0.9998348951339722,malicious
python-packages-1757595213589,source\pip\_internal\cli\base_command.py,base_command.py,0.9998347759246826,malicious
python-packages-1757595213589,source\pip\_vendor\idna\codec.py,codec.py,0.9998346567153931,malicious
python-packages-1757595213589,source\pip\_vendor\rich\rule.py,rule.py,0.9998345375061035,malicious
python-packages-1757595213589,source\pip\_internal\cli\index_command.py,index_command.py,0.9998342990875244,malicious
python-packages-1757595213589,source\pip\_internal\commands\uninstall.py,uninstall.py,0.9998342990875244,malicious
python-packages-1757595213589,source\pip\_vendor\urllib3\request.py,request.py,0.9998339414596558,malicious
python-packages-1757595213589,source\pip\_internal\commands\wheel.py,wheel.py,0.9998337030410767,malicious
python-packages-1757595213589,source\pip\_vendor\dependency_groups\_implementation.py,_implementation.py,0.9998335838317871,malicious
python-packages-1757595213589,source\pip\_internal\metadata\importlib\_envs.py,_envs.py,0.9998334646224976,malicious
python-packages-1757595213589,source\pip\_internal\req\req_dependency_group.py,req_dependency_group.py,0.999833345413208,malicious
python-packages-1757595213589,source\pip\_vendor\pygments\filter.py,filter.py,0.999833345413208,malicious
python-packages-1757595213589,source\pip\_internal\operations\build\wheel.py,wheel.py,0.9998332262039185,malicious
python-packages-1757595213589,source\pip\_vendor\pygments\plugin.py,plugin.py,0.9998332262039185,malicious
python-packages-1757595213589,source\pip\_vendor\requests\packages.py,packages.py,0.9998331069946289,malicious
python-packages-1757595213589,source\pip\_vendor\rich\bar.py,bar.py,0.9998331069946289,malicious
python-packages-1757595213589,source\pip\_vendor\rich\progress_bar.py,progress_bar.py,0.9998329877853394,malicious
python-packages-1757595213589,source\pip\_internal\commands\download.py,download.py,0.9998327493667603,malicious
python-packages-1757595213589,source\pip\_internal\resolution\resolvelib\found_candidates.py,found_candidates.py,0.9998327493667603,malicious
python-packages-1757595213589,source\pip\_internal\resolution\resolvelib\requirements.py,requirements.py,0.9998323917388916,malicious
python-packages-1757595213589,source\pip\_vendor\truststore\__init__.py,__init__.py,0.999832272529602,malicious
python-packages-1757595213589,source\pip\_internal\commands\hash.py,hash.py,0.9998321533203125,malicious
python-packages-1757595213589,source\pip\_internal\resolution\resolvelib\reporter.py,reporter.py,0.999832034111023,malicious
